Tempo,Ar/Ar Esteq
719,113.29661191274275
720,115.75738690244737
721,118.06876464376529
722,120.19929990192395
723,122.11753098491107
724,123.7759303081742
725,125.1089992637421
726,126.10507924351128
727,126.76465353355772
728,127.1222287865358
729,127.24851448785742
730,127.24851448785755
731,127.25263252965512
732,127.25675045571968
733,127.26086838526912
734,127.26086827291608
735,127.26086827629909
736,127.26086827619734
737,127.26086827620044
738,127.2608682762003
739,127.26086827620034
740,127.26086827620031
741,127.26498631801616
742,127.26498620226562
743,127.26498620574964
744,127.2649862056447
745,127.25571470777341
746,127.24644347063656
747,127.23717222564466
748,127.23305443701086
749,127.22893650332324
750,127.22481857400335
751,127.22070064455197
752,127.2207007569021
753,127.2207007535191
754,127.2207007536209
755,127.22070075361786
756,127.22070075361792
757,127.22070075361788
758,127.22070075361792
759,127.22070075361789
760,127.22070075361785
761,127.22070075361785
762,127.22070075361782
763,127.20730175228933
764,127.1980211697712
765,127.18874046015766
766,127.17945975437134
767,125.64393011098747
768,124.1083984508926
769,122.5728668642686
770,121.03733527496804
771,118.38010343320113
772,115.72286801832705
773,113.06563277155745
774,108.82195665724281
775,104.58755204079941
776,100.35314716361846
777,96.11874229429262
778,91.87918396860863
779,87.63962578797849
780,83.40006760298063
781,79.16050941811426
782,74.92095123324394
783,70.68139304837375
784,66.44183486350362
785,62.20227667863342
786,57.958600451947326
787,53.71492434101177
788,49.471248226592174
789,45.22757211227747
790,40.983895997959614
791,36.74021988364186
792,32.4965437693241
793,28.266266656334828
794,24.03598916633275
795,19.80571168769314
796,15.575434208711108
797,12.871405667221726
798,10.1673791424465
799,7.4633525442002595
800,4.759325948630626
801,3.172881563711448
802,1.5864408676499735
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
